product_id,product_name,main_category,sub_category,actual_price,discounted_price,discount_percentage,rating,rating_count
B078JF6X9B,"havells instanio 3-litre 4.5kw instant water heater (geyser), white blue",home&kitchen,"heating,cooling&airquality",69.39,41.64,40.0,4.2,561.0
B078JT7LTD,"sujata dynamix, mixer grinder, 900 watts, 3 jars (white)",home&kitchen,kitchen&homeappliances,92.29,70.14,24.0,4.6,2751.0
B078KRFWQB,"havells cista room heater, white, 2000 watts",home&kitchen,"heating,cooling&airquality",45.1,28.41,37.0,3.8,2732.0
B078V8R9BS,butterfly ekn 1.5-litre electric kettle (silver with black),home&kitchen,kitchen&homeappliances,12.7,8.51,33.0,4.2,35693.0
B078W65FJ7,boat bassheads 900 on-ear wired headphones with mic (white),electronics,"headphones,earbuds&accessories",28.47,9.68,66.0,4.2,91188.0
B078WB1VWJ,"usha ei 3710 heavy weight 1000-watt dry iron with golden american heritage soleplate, 1.75 kg(white)",home&kitchen,kitchen&homeappliances,18.28,12.61,31.0,4.3,4022.0
B078XFKBZL,prestige clean home water purifier cartridge,home&kitchen,kitchen&homeappliances,7.32,6.88,6.0,3.8,2593.0
B07924P3C5,storite high speed micro usb 3.0 cable a to micro b for external & desktop hard drives 45cm,computers&accessories,accessories&peripherals,9.13,3.38,63.0,4.2,2117.0
B07966M8XH,"model-p4 6 way swivel tilt wall mount 32-55-inch full motion cantilever for led,lcd and plasma tv's",electronics,"hometheater,tv&video",34.29,18.17,47.0,4.2,2727.0
B07989VV5K,"usha steam pro si 3713, 1300 w steam iron, powerful steam output up to 18 g/min, non-stick soleplate (white & blue)",home&kitchen,kitchen&homeappliances,17.83,11.41,36.0,3.6,4881.0
B0798PJPCL,portronics my buddy plus adjustable laptop cooling table (brown),computers&accessories,accessories&peripherals,30.86,21.6,30.0,4.3,17394.0
B079S811J3,"redgear cosmo 7,1 usb gaming wired over ear headphones with mic with virtual surround sound,50mm driver, rgb leds & remote control(black)",computers&accessories,accessories&peripherals,34.29,22.63,34.0,4.3,14237.0
B079Y6JZC8,"zebronics zeb-comfort wired usb mouse, 3-button, 1000 dpi optical sensor, plug & play, for windows/mac, black",computers&accessories,accessories&peripherals,3.42,1.57,54.0,3.8,3044.0
B07B275VN9,"airtel digitaltv dth television, setup box remote compatible for sd and hd recording (black)",electronics,"hometheater,tv&video",9.13,2.01,78.0,3.7,2201.0
B07B5XJ572,ibell mpk120l premium stainless steel multi purpose kettle/cooker with inner pot 1.2 litre (silver),home&kitchen,kitchen&homeappliances,36.47,16.78,54.0,4.1,1776.0
B07B88KQZ8,"jbl go 2, wireless portable bluetooth speaker with mic, jbl signature sound, vibrant color options with ipx7 waterproof & aux (blue)",electronics,homeaudio,34.29,22.97,33.0,4.3,63899.0
B07BKSSDR2,dr trust electronic kitchen digital scale weighing machine (blue),health&personalcare,homemedicalsupplies&equipment,21.72,10.21,53.0,4.0,3663.0
B07BRKK9JQ,"zebronics zeb-transformer gaming keyboard and mouse combo (usb, braided cable)",computers&accessories,accessories&peripherals,18.28,14.81,19.0,4.3,27223.0
B07CD2BN46,xiaomi mi wired in ear earphones with mic basic with ultra deep bass & aluminum alloy sound chamber (black),electronics,"headphones,earbuds&accessories",6.85,4.93,28.0,4.1,119466.0
B07CRL2GY6,boat rugged v3 braided micro usb cable (pearl white),computers&accessories,accessories&peripherals,9.13,3.38,63.0,4.2,94363.0
B07CVR2L5K,"inalsa electric chopper bullet- 400 watts with 100% pure copper motor| chop, mince, puree, dice | twin blade technology| 900 ml capacity| one touch operation, 1.30mtr long power cord (black/silver)",home&kitchen,kitchen&homeappliances,30.81,18.79,39.0,4.4,6027.0
B07CWDX49D,"amazonbasics double braided nylon usb type-c to type-c 2.0 cable, charging adapter, smartphone 6 feet, dark grey",computers&accessories,accessories&peripherals,18.29,7.5,59.0,4.3,5451.0
B07CWNJLPC,"amazonbasics double braided nylon usb type-c to type-c 2.0 cable smartphone (dark grey, 3 feet)",computers&accessories,accessories&peripherals,13.72,5.76,58.0,4.3,5451.0
B07D2NMTTV,black + decker bd bxir2201in 2200-watt cord & cordless steam iron (green),home&kitchen,kitchen&homeappliances,40.01,36.41,9.0,4.2,1899.0
B07D8VBYB4,"sujata powermatic plus, juicer mixer grinder, 900 watts, 2 jars (white)",home&kitchen,kitchen&homeappliances,88.9,66.67,25.0,4.4,2737.0
B07DC4RZPY,"amazon basics usb a to lightning mfi certified charging cable (white, 1.2 meter)",computers&accessories,accessories&peripherals,22.85,8.0,65.0,4.1,178817.0
B07DFYJRQV,"jbl c200si, premium in ear wired earphones with mic, signature sound, one button multi-function remote, angled earbuds for comfort fit (blue)",electronics,"headphones,earbuds&accessories",17.14,9.08,47.0,4.1,53648.0
B07DGD4Z4C,"butterfly jet elite mixer grinder, 750w, 4 jars (grey)",home&kitchen,kitchen&homeappliances,66.25,39.75,40.0,3.9,25340.0
B07DJ5KYDZ,lenovo gx20l29764 65w laptop adapter/charger with power cord for select models of lenovo (round pin) (black),computers&accessories,accessories&peripherals,31.96,14.38,55.0,4.4,4598.0
B07DJLFMPS,hp 32gb class 10 microsd memory card (u1 tf card 32gb),electronics,accessories,18.29,4.21,77.0,4.0,32625.0
B07DKZCZ89,"gizga essentials earphone carrying case, multi-purpose pocket storage travel organizer for earphones, headset, pen drives, sd cards, shock-proof ballistic nylon, soft fabric, mesh pocket, green",electronics,"headphones,earbuds&accessories",5.7,1.37,76.0,4.3,15032.0
B07DL1KC3H,isoelite remote compatible for samsung led/lcd remote control works with all samsung led/lcd tv model no :- bn59-607a (please match the image with your old remote),electronics,"hometheater,tv&video",10.28,3.39,67.0,4.0,1588.0
B07DWFX9YS,"amazon basics usb a to lightning pvc molded nylon mfi certified charging cable (black, 1.2 meter)",computers&accessories,accessories&peripherals,22.85,8.91,61.0,4.2,34540.0
B07DXRGWDJ,"philips handheld garment steamer gc360/30 - vertical & horizontal steaming, 1200 watt, up to 22g/min",home&kitchen,kitchen&homeappliances,68.54,48.66,29.0,3.8,2112.0
B07DZ986Q2,"philips easytouch plus standing garment steamer gc523/60 - 1600 watt, 5 steam settings, up to 32 g/min steam, with double pole",home&kitchen,kitchen&homeappliances,102.83,89.47,13.0,4.0,3160.0
B07F1P8KNV,"wayona nylon braided usb type c 3ft 1m 3a fast charger cable for samsung galaxy s9 s8 (wc3cb1, black)",computers&accessories,accessories&peripherals,12.56,3.77,70.0,4.2,10576.0
B07F1T31ZZ,"raffles premium stainless steel south indian coffee filter/drip coffee maker, 2-3 cups, 150 ml",home&kitchen,kitchen&homeappliances,4.57,2.84,38.0,4.1,693.0
B07F366Z51,"singer aroma 1.8 liter electric kettle high grade stainless steel with cool and touch body and cordless base, 1500 watts, auto shut off with dry boiling (silver/black)",home&kitchen,kitchen&homeappliances,27.27,10.91,60.0,4.1,2311.0
B07F6GXNPB,"eureka forbes euroclean paper vacuum cleaner dust bags for excel, ace, 300, jet models - set of 10",home&kitchen,kitchen&homeappliances,5.72,2.92,49.0,4.3,2664.0
B07FJNNZCJ,"v-guard zenora ro+uf+mb water purifier | suitable for water with tds up to 2000 ppm | 8 stage purification with world-class ro membrane and advanced uf membrane | free pan india installation & 1-year comprehensive warranty | 7 litre, black",home&kitchen,kitchen&homeappliances,149.18,99.95,33.0,4.3,5891.0
B07FL3WRX5,"wonderchef nutri-blend complete kitchen machine | 22000 rpm mixer grinder, blender, chopper, juicer | 400w powerful motor | ss blades | 4 unbreakable jars | 2 years warranty | online recipe book by chef sanjeev kapoor | black",home&kitchen,kitchen&homeappliances,74.31,37.9,49.0,3.7,11217.0
B07FXLC2G2,"tata swach bulb 6000-litre cartridge, 1 piece, white, hollow fiber membrane",home&kitchen,kitchen&homeappliances,7.99,7.99,0.0,4.2,3160.0
B07G147SZD,nexoms instant heating water tap wall mounted with 3 pin indian plug (16amp),home&kitchen,"heating,cooling&airquality",43.43,30.84,29.0,4.0,727.0
B07G3YNLJB,crucial bx500 240gb 3d nand sata 6.35 cm (2.5-inch) ssd (ct240bx500ssd1),computers&accessories,components,35.44,20.91,41.0,4.5,92925.0
B07GLNJC25,"zebronics zeb-100hb 4 ports usb hub for laptop, pc computers, plug & play, backward compatible - black",computers&accessories,accessories&peripherals,5.7,3.77,34.0,3.7,8566.0
B07GLS2563,"cello quick boil popular electric kettle 1 litre 1200 watts | stainless steel body | boiler for water, silver",home&kitchen,kitchen&homeappliances,21.71,13.68,37.0,4.2,3858.0
B07GLSKXS1,kent 16026 electric kettle stainless steel 1.8 l | 1500w | superfast boiling | auto shut-off | boil dry protection | 360° rotating base | water level indicator,home&kitchen,kitchen&homeappliances,22.29,13.6,39.0,3.9,2832.0
B07GMFY9QM,"soflin egg boiler electric automatic off 7 egg poacher for steaming, cooking, boiling and frying (400 watts, blue)",home&kitchen,kitchen&homeappliances,11.42,4.34,62.0,4.3,3096.0
B07GNC2592,portronics clamp x car-vent mobile holder 360 degree rotational(black),electronics,mobiles&accessories,11.42,6.85,40.0,4.0,18654.0
B07GPXXNNG,boat bassheads 100 in ear wired earphones with mic(taffy pink),electronics,"headphones,earbuds&accessories",11.42,4.0,65.0,4.1,363713.0
B07GQD4K6L,boat bassheads 100 in ear wired earphones with mic(furious red),electronics,"headphones,earbuds&accessories",11.42,4.34,62.0,4.1,363713.0
B07GVGTSLN,"wayona usb type c fast charger cable fast charging usb c cable/cord compatible for samsung galaxy s10e s10 s9 s8 plus s10+,note 10 note 9 note 8,s20,m31s,m40,realme x3,pixel 2 xl (3 ft pack of 1,grey)",computers&accessories,accessories&peripherals,14.85,3.71,75.0,4.2,10576.0
B07GVR9TG7,"tp-link archer ac1200 archer c6 wi-fi speed up to 867 mbps/5 ghz + 400 mbps/2.4 ghz, 5 gigabit ports, 4 external antennas, mu-mimo, dual band, wifi coverage with access point mode, black",computers&accessories,networkingdevices,57.15,28.58,50.0,4.4,35024.0
B07GWTWFS2,"kent 16025 sandwich grill 700w | non-toxic ceramic coating | automatic temperature cut-off with led indicator | adjustable height control, metallic silver, standard",home&kitchen,kitchen&homeappliances,22.58,19.42,14.0,4.1,4716.0
B07GXHC691,"striff ps2_01 multi angle mobile/tablet tabletop stand. phone holder for iphone, android, samsung, oneplus, xiaomi. portable, foldable cell phone stand. perfect for bed, office, home & desktop (black)",electronics,mobiles&accessories,5.7,1.14,80.0,4.3,42641.0
B07GXPDLYQ,pro365 indo mocktails/coffee foamer/cappuccino/lemonade/milk frother (6 months warranty),home&kitchen,kitchen&homeappliances,5.7,2.85,50.0,3.3,8427.0
B07H1S7XW8,"striff wall mount phone holder wall mount with adhesive strips, charging holder compatible with iphone, smartphone and mini tablet (pack of 1) (white)",electronics,mobiles&accessories,5.7,1.03,82.0,4.1,9340.0
B07H3N8RJH,"amazonbasics cylinder bagless vacuum cleaner with power suction, low sound, high energy efficiency and 2 years warranty (1.5l, black)",home&kitchen,kitchen&homeappliances,68.59,43.21,37.0,4.2,11935.0
B07H3WDC4X,"simxen egg boiler electric automatic off 7 egg poacher for steaming, cooking also boiling and frying 400 w (blue, pink)",home&kitchen,kitchen&homeappliances,11.42,4.0,65.0,4.0,15646.0
B07H5PBN54,"indias®™ electro-instant water geyser a.b.s. body shock proof can be used in bathroom, kitchen, wash area, hotels, hospital etc.",home&kitchen,"heating,cooling&airquality",29.72,11.3,62.0,3.4,252.0
B07H8W9PB6,"klam lcd writing tablet screenwriting toys board smart digital e-note pad 8.5 inch light weight magic slate for drawing playing noting by kids and adults best birthday gift girls boys, multicolor",computers&accessories,accessories&peripherals,5.7,2.0,65.0,4.1,21.0
B07HK53XM4,"bulfyss plastic sticky lint roller hair remover cleaner set of 5 rolls 150 sheets, 30 sheets each roll lint roller remover for clothes, furniture, carpet, dog fur, sweater, dust & dirt",home&kitchen,kitchen&homeappliances,6.85,3.22,53.0,3.5,1367.0
B07HZ2QCGR,popio type c dash charging usb data cable for oneplus devices,computers&accessories,accessories&peripherals,6.85,3.97,42.0,3.9,8314.0
B07J2BQZD6,"kuber industries nylon mesh laundry basket|sturdy material & durable handles|netted lightweight laundry bag, size 36 x 36 x 58, capicity 30 ltr (pink)",home&kitchen,homestorage&organization,4.56,2.28,50.0,3.7,7945.0
B07J2NGB69,"lenovo 400 wireless mouse, 1200dpi optical sensor, 2.4ghz wireless nano usb, 3-button (left,right,scroll) upto 8m left/right & 100k scroll clicks & 1yr battery, ambidextrous, ergonomic gy50r91293",computers&accessories,accessories&peripherals,15.89,7.15,55.0,4.4,6301.0
B07J9KXQCC,"libra room heater for home, room heaters home for winter, electric heater with 2000 watts power as per is specification for small to medium rooms - fh12 (grey)",home&kitchen,"heating,cooling&airquality",26.28,10.78,59.0,3.6,550.0
B07JB2Y4SR,classmate octane colour burst-multicolour gel pens (pack of 10) | gold & silver glitter sparkle pens|10 colour ink shades for art lovers and kids|fun at home essentials,home&kitchen,craftmaterials,1.14,1.03,10.0,4.4,10718.0
B07JF9B592,maono au-400 lavalier auxiliary omnidirectional microphone (black),musicalinstruments,microphones,7.99,5.43,32.0,3.8,20218.0
B07JGCGNDG,crompton amica 15-l 5 star rated storage water heater (geyser) with free installation (white),home&kitchen,"heating,cooling&airquality",131.47,77.57,41.0,4.1,10308.0
B07JGDB5M1,"wayona nylon braided 2m / 6ft fast charge usb to lightning data sync and charging cable for iphone, ipad tablet (6 ft pack of 1, grey)",computers&accessories,accessories&peripherals,14.85,5.2,65.0,4.2,24269.0
B07JH1C41D,"wayona nylon braided (2 pack) lightning fast usb data cable fast charger cord for iphone, ipad tablet (3 ft pack of 2, grey)",computers&accessories,accessories&peripherals,22.85,7.31,68.0,4.2,24269.0
B07JH1CBGW,"wayona nylon braided usb syncing and charging cable sync and charging cable for iphone, ipad (3 ft, black) - pack of 2",computers&accessories,accessories&peripherals,22.85,7.31,68.0,4.2,24269.0
B07JJFSG2B,sandisk ultra 128 gb usb 3.0 pen drive (black),computers&accessories,externaldevices&datastorage,28.58,10.29,64.0,4.3,55747.0
B07JNVF678,"wayona nylon braided usb data sync and fast charging 3a short power bank cable for iphones, ipad air, ipad mini, ipod nano and ipod touch (grey)",computers&accessories,accessories&peripherals,11.42,4.0,65.0,4.2,13120.0
B07JPJJZ2H,"wayona nylon braided lightning usb data sync & 3a charging cable for iphones, ipad air, ipad mini, ipod nano and ipod touch (3 ft pack of 1, grey)",computers&accessories,accessories&peripherals,14.85,4.6,69.0,4.2,13120.0
B07JPX9CR7,"dell wm118 wireless mouse, 2.4 ghz with usb nano receiver, optical tracking, 12-months battery life, ambidextrous, pc/mac/laptop - black.",computers&accessories,accessories&peripherals,14.85,6.53,56.0,4.4,9275.0
B07JQKQ91F,"jbl c50hi, wired in ear headphones with mic, one button multi-function remote, lightweight & comfortable fit (black)",electronics,"headphones,earbuds&accessories",11.42,5.71,50.0,3.9,92995.0
B07JW1Y6XV,"wayona nylon braided 3a lightning to usb a syncing and fast charging data cable for iphone, ipad (3 ft pack of 1, black)",computers&accessories,accessories&peripherals,12.56,4.52,64.0,4.2,24269.0
B07JW9H4J1,"wayona nylon braided usb to lightning fast charging and data sync cable compatible for iphone 13, 12,11, x, 8, 7, 6, 5, ipad air, pro, mini (3 ft pack of 1, grey)",computers&accessories,accessories&peripherals,12.56,4.52,64.0,4.2,24269.5
B07JZSG42Y,borosil prime grill sandwich maker (grey),home&kitchen,kitchen&homeappliances,29.61,21.91,26.0,4.0,2377.0
B07K19NYZ8,usha hc 812 t thermo fan room heater,home&kitchen,"heating,cooling&airquality",37.61,26.7,29.0,3.8,195.0
B07K2HVKLL,crompton ihl 251 1500-watt immersion water heater with copper heating element and ip 68 protection,home&kitchen,"heating,cooling&airquality",11.66,7.35,37.0,4.1,5059.0
B07KCMR8D6,classmate octane neon- blue gel pens(pack of 5)|smooth writing pen|attractive body colour for boys & girls|waterproof ink for smudge free writing|preferred by students for exam|study at home essential,officeproducts,officepaperproducts,0.57,0.57,0.0,4.3,5792.0
B07KKJPTWB,"brayden chopro, electric vegetable chopper for kitchen with 500 ml capacity, 400 watts copper motor and 4 bi-level ss blades (black)",home&kitchen,kitchen&homeappliances,22.85,18.28,20.0,4.4,1558.0
B07KNM95JK,"foxin ftc 12a / q2612a black laser toner cartridge compatible with laserjet 1020,m1005,1018,1010,1012,1015,1020 plus,1022,3015,3020,3030,3050, 3050z, 3052,3055 (black)",computers&accessories,"printers,inks&accessories",13.15,6.84,48.0,4.1,2535.0
B07KR5P3YD,zebronics wired keyboard and mouse combo with 104 keys and a usb mouse with 1200 dpi - judwaa 750,computers&accessories,accessories&peripherals,7.99,5.11,36.0,3.9,17348.0
B07KRCW6LZ,"tp-link nano ac600 usb wi-fi adapter(archer t2u nano)- 2.4g/5g dual band wireless network adapter for pc desktop laptop, mini travel size, supports windows 11,10, 8.1, 8, 7, xp/mac os 10.9-10.15",computers&accessories,networkingdevices,18.28,11.33,38.0,4.3,12093.0
B07KSB1MLX,amazonbasics digital optical coax to analog rca audio converter adapter with fiber cable,electronics,"hometheater,tv&video",18.29,12.44,32.0,4.0,3565.0
B07KSMBL2H,"amazonbasics flexible premium hdmi cable (black, 4k@60hz, 18gbps), 3-foot",electronics,"hometheater,tv&video",8.0,2.48,69.0,4.4,426972.5
B07KY3FNQP,boat bassheads 152 in ear wired earphones with mic(active black),electronics,"headphones,earbuds&accessories",14.75,5.16,65.0,4.1,91770.0
B07L1N3TJX,"artis ar-45w-mg2 45 watts mg2 laptop adapter/charger compatible with mb air 13” & mb air 11” (14.5 v, 3.1 a) connector: mg2 (t tip connector)",computers&accessories,accessories&peripherals,40.0,19.6,51.0,3.6,7689.0
B07L3NDN24,"zebronics zeb-fame 5watts 2.0 multi media speakers with aux, usb and volume control (black)",electronics,homeaudio,9.13,5.66,38.0,3.9,6742.0
B07L5L4GTB,epson 003 65 ml for ecotank l1110/l3100/l3101/l3110/l3115/l3116/l3150/l3151/l3152/l3156/l5190 black ink bottle,computers&accessories,"printers,inks&accessories",4.62,3.51,24.0,4.4,8614.0
B07L8KNP5F,"zebronics zeb-thunder bluetooth wireless over ear headphone fm, msd, 9 hrs playback with mic (black)",electronics,"headphones,earbuds&accessories",15.99,6.88,57.0,3.8,60026.0
B07L9FW9GF,"zebronics zeb-power wired usb mouse, 3-button, 1200 dpi optical sensor, plug & play, for windows/mac",computers&accessories,accessories&peripherals,2.85,1.71,40.0,4.0,5057.0
B07LDN9Q2P,"havells d'zire 1000 watt dry iron with american heritage sole plate, aerodynamic design, easy grip temperature knob & 2 years warranty. (mint)",home&kitchen,kitchen&homeappliances,14.8,10.22,31.0,4.3,6400.0
B07LDPLSZC,"havells glydo 1000 watt dry iron with american heritage non stick sole plate, aerodynamic design, easy grip temperature knob & 2 years warranty. (charcoal blue)",home&kitchen,kitchen&homeappliances,13.6,9.66,29.0,4.2,4184.0
B07LFQLKFZ,parker moments vector timecheck gold trim roller ball pen (black),officeproducts,officepaperproducts,4.8,4.8,0.0,4.2,1926.0
B07LFWP97N,"gizga essentials laptop bag sleeve case cover pouch with handle for 14.1 inch laptop for men & women, padded laptop compartment, premium zipper closure, water repellent nylon fabric, grey",computers&accessories,accessories&peripherals,12.56,3.02,76.0,4.1,1092.0
B07LG59NPV,"boult audio probass curve bluetooth wireless in ear earphones with mic with ipx5 water resistant, 12h battery life & extra bass (black)",electronics,"headphones,earbuds&accessories",51.43,10.29,80.0,3.8,103052.0
B07LG96SDB,esn 999 supreme quality 1500w immersion water heater rod (black),home&kitchen,"heating,cooling&airquality",5.83,3.85,34.0,3.8,3195.0
B07LGT55SJ,"wayona usb nylon braided data sync and charging cable for iphone, ipad tablet (red, black)",computers&accessories,accessories&peripherals,12.56,4.52,64.0,4.2,24269.0
B07M69276N,"tp-link ac1300 usb wifi adapter (archer t3u) - 2.4g/5g dual band mini wireless network adapter for pc desktop, mu-mimo wi-fi dongle, usb 3.0, supports windows 11,10, 8.1, 8, 7, xp/mac os 10.15 and earlier",computers&accessories,networkingdevices,28.57,16.0,44.0,4.4,23169.0
B07MDRGHWQ,vw 60 cm (24 inches) premium series hd ready led tv vw24a (black),electronics,"hometheater,tv&video",125.76,65.39,48.0,4.2,4003.0
B07MKFNHKG,vw 80 cm (32 inches) frameless series hd ready led tv vw32a (black),electronics,"hometheater,tv&video",148.61,80.25,46.0,4.2,4003.0
B07MKMFKPG,bosch pro 1000w mixer grinder mgm8842min - black,home&kitchen,kitchen&homeappliances,121.07,79.9,34.0,4.4,11499.0
B07MP21WJD,"lint roller with 40 paper sheets, 22 x 5 cm (grey)",home&kitchen,kitchen&homeappliances,3.42,2.8,18.0,4.1,1660.0
B07MSLTW8Z,"gizga essentials multi-purpose portable & foldable wooden desk for bed tray, laptop table, study table (black)",computers&accessories,accessories&peripherals,22.85,6.17,73.0,3.6,6422.0
B07N2MGB3G,"agaro marvel 9 liters oven toaster griller, cake baking otg (black)",home&kitchen,kitchen&homeappliances,22.85,19.43,15.0,4.1,8873.0
B07N42JB4S,"syvo wt 3130 aluminum tripod (133cm), universal lightweight tripod with mobile phone holder mount & carry bag for all smart phones, gopro, cameras - brown",electronics,cameras&photography,45.61,9.12,80.0,4.3,27139.0
B07N8RQ6W7,portronics modesk por-122 universal mobile tabletop holder (black),electronics,mobiles&accessories,7.99,1.52,81.0,4.1,16685.0
B07NC12T2R,"boat stone 650 10w bluetooth speaker with upto 7 hours playback, ipx5 and integrated controls (blue)",electronics,homeaudio,57.05,20.54,64.0,4.2,41226.0
B07NCKMXVZ,"stylehouse lint remover for woolen clothes, electric lint remover, best lint shaver for clothes",home&kitchen,kitchen&homeappliances,11.42,5.25,54.0,4.1,3578.0
B07NKNBTT3,"pick ur needs® lint remover for clothes high range rechargeable lint shaver for all types of clothes, fabrics, blanket with 1 extra blade multicolor (rechargeable)",home&kitchen,kitchen&homeappliances,14.06,9.14,35.0,4.1,2138.0
B07NPBG1B4,"amazonbasics high speed 55 watt oscillating pedestal fan, 400mm sweep length, white (without remote)",home&kitchen,"heating,cooling&airquality",37.73,22.64,40.0,4.1,5873.0
B07NRTCDS5,brayden fito atom rechargeable smoothie blender with 2000 mah battery and 3.7v motor with 400ml tritan jar (blue),home&kitchen,kitchen&homeappliances,17.14,13.71,20.0,3.8,2206.0
B07NTKGW45,"saleon™ portable storage organizer bag for earphone usb cable power bank mobile charger digital gadget hard disk, water resistance material - dark grey",computers&accessories,accessories&peripherals,10.28,4.52,56.0,4.0,3025.0
B07P1BR7L8,"philips hd6975/00 25 litre digital oven toaster grill, grey, 25 liter",home&kitchen,kitchen&homeappliances,102.83,98.72,4.0,4.4,9734.0
B07P434WJY,"rc print gi 790 ink refill for canon g1000, g1010, g1100, g2000, g2002, g2010, g2012, g2100, g3000, g3010, g3012, g3100, g4000, g4010",computers&accessories,"printers,inks&accessories",22.85,6.17,73.0,4.3,1367.0
B07P681N66,"tp-link ac600 600 mbps wifi wireless network usb adapter for desktop pc with 2.4ghz/5ghz high gain dual band 5dbi antenna wi-fi, supports windows 11/10/8.1/8/7/xp, mac os 10.15 and earlier (archer t2u plus)",computers&accessories,networkingdevices,25.14,13.83,45.0,4.4,24780.0
B07PFJ5VQD,agaro blaze usba to micro +type c 2in1 braided 1.2m cable,computers&accessories,accessories&peripherals,6.8,1.84,73.0,4.3,14184.0
B07PFJ5W31,agaro blaze usb 3.0 to usb type c otg adapter,electronics,mobiles&accessories,5.66,1.58,72.0,4.3,14185.0
B07PLHTTB4,zodo 8. 5 inch lcd e-writer electronic writing pad/tablet drawing board (paperless memo digital tablet),computers&accessories,accessories&peripherals,5.7,1.14,80.0,3.5,9638.0
B07PR1CL3S,"boat rockerz 450 bluetooth on ear headphones with mic, upto 15 hours playback, 40mm drivers, padded ear cushions, integrated controls and dual modes(luscious black)",electronics,"headphones,earbuds&accessories",45.61,14.14,69.0,4.1,107151.0
B07Q4NJQC5,ionix jewellery scale | weight scale | digital weight machine | weight machine for gold | electronic weighing machines for jewellery 0.01g to 200g small weight machine for shop - silver,home&kitchen,kitchen&homeappliances,6.85,3.36,51.0,4.0,1644.0
B07Q4QV1DL,"elv aluminum adjustable mobile phone foldable tabletop stand dock mount for all smartphones, tabs, kindle, ipad (black)",electronics,mobiles&accessories,17.14,3.08,82.0,4.5,28978.0
B07Q7561HD,eveready 1015 carbon zinc aa battery - 10 pieces,electronics,generalpurposebatteries&batterychargers,2.06,1.71,17.0,4.4,644.0
B07QCWY5XV,"mobilife bluetooth extendable selfie stick with tripod stand and wireless remote,3-in-1 multifunctional selfie stick tripod for iphone samsung mi realme oppo vivo google more,black",electronics,mobiles&accessories,15.99,6.88,57.0,4.1,14560.0
B07QDSN9V6,inalsa electric kettle 1.5 litre with stainless steel body - absa|auto shut off & boil dry protection safety features| cordless base & cord winder|hot water kettle |water heater jug,home&kitchen,kitchen&homeappliances,18.23,8.02,56.0,4.1,8090.0
B07QHHCB27,kent 16044 hand blender stainless steel 400 w | variable speed control | easy to clean and store | low noise operation,home&kitchen,kitchen&homeappliances,24.01,17.05,29.0,4.1,6355.0
B07QMRHWJD,"swapkart portable flexible adjustable eye protection usb led desk light table lamp for reading, working on pc, laptop, power bank, bedroom ( multicolour )",computers&accessories,accessories&peripherals,11.42,3.43,70.0,4.3,1552.0
B07QZ3CZ48,"boat bassheads 122 wired earphones with heavy bass, integrated controls and mic (gun metal)",electronics,"headphones,earbuds&accessories",14.75,4.57,69.0,4.2,206.0
B07R679HTT,agaro imperial 240-watt slow juicer with cold press technology,home&kitchen,kitchen&homeappliances,274.36,145.41,47.0,4.4,2288.0
B07R99NBVB,"gizga essentials cable organiser, cord management system for pc, tv, home theater, speaker & cables, reusable cable organizer for desk, wfh accessories, organizer tape roll, reusable cable ties strap",homeimprovement,electrical,6.85,2.88,58.0,4.5,5985.0
B07RCGTZ4M,"agaro ace 1600 watts, 21.5 kpa suction power, 21 litres wet & dry stainless steel vacuum cleaner with blower function and washable dust bag",home&kitchen,kitchen&homeappliances,114.31,70.87,38.0,4.1,3552.0
B07RD611Z8,"ambrane 20000mah power bank with 20w fast charging, triple output, power delivery, type c input, made in india, multi-layer protection, li-polymer + type c cable (stylo-20k, black)",electronics,mobiles&accessories,28.57,20.57,28.0,4.1,18678.0
B07RX14W1Q,"amazon basics 10.2 gbps high-speed 4k hdmi cable with braided cord, 1.8 meter, dark grey",electronics,"hometheater,tv&video",10.29,5.66,45.0,4.4,2165.0
B07RX42D3D,tosaa t2stsr sandwich gas toaster regular (black),home&kitchen,kitchen&homeappliances,4.0,2.96,26.0,3.9,13127.0
B07RY2X9MP,"amazonbasics 10.2 gbps high-speed 4k hdmi cable with braided cord (10-foot, dark grey)",electronics,"hometheater,tv&video",17.15,7.03,59.0,4.5,1029.0
B07RZZ1QSW,slovic® tripod mount adapter| tripod mobile holder|tripod phone mount(made in india)| smartphone clip clipper 360 degree for taking magic video shots & pictures.,electronics,cameras&photography,9.13,3.75,59.0,4.4,10773.0
B07S7DCJKS,"it2m designer mouse pad for laptop/computer (9.2 x 7.6 inches, 12788)",computers&accessories,accessories&peripherals,5.7,2.28,60.0,4.3,9998.0
B07S851WX5,"prestige sandwich maker pgmfd 01, black",home&kitchen,kitchen&homeappliances,14.85,14.85,0.0,4.2,40106.0
B07S9M8YTY,"usha aurora 1000 w dry iron with innovative tail light indicator, weilburger soleplate (white & grey)",home&kitchen,kitchen&homeappliances,15.89,8.26,48.0,4.0,4867.0
B07S9S86BF,boat bassheads 242 in ear wired earphones with mic(active black),electronics,"headphones,earbuds&accessories",17.03,6.81,60.0,4.1,161679.0
B07SBGFDX9,"pentonic multicolor ball point pen, pack of 10",officeproducts,officepaperproducts,1.37,1.37,0.0,4.1,4308.0
B07SLMR1K6,"sandisk ultra flair 64gb usb 3.0 pen drive, multicolor",computers&accessories,externaldevices&datastorage,15.43,5.86,62.0,4.3,30058.0
